SetID,Time of Application,State,Monthly Net Income,Paycheck Net Income,Rent or Own,Months at Residence,Bank Account Months,Pay Cycle,Loan Amount,Loan Funded Date,Loan Due Date,First Payment Default
668,2018-03-22T08:53:01Z,TX,1602,801,R,1,30,BiWeekly,545.51,22-03-2018,04-04-2018,FALSE
388,2018-03-30T11:30:07Z,CA,3300,825,R,63,36,Weekly,300,30-03-2018,13-04-2018,FALSE
625,2018-03-23T11:15:52Z,TX,3500,1750,R,12,6,BiWeekly,384.57,23-03-2018,30-03-2018,FALSE
1308,2018-02-26T21:25:35Z,CA,784,392,R,81,12,BiWeekly,235.3,27-02-2018,09-03-2018,FALSE
765,2018-03-19T12:13:32Z,CA,2000,2000,O,108,6,Monthly,117.65,19-03-2018,30-03-2018,TRUE
358,2018-03-31T15:06:09Z,CA,1996,499,R,133,36,Weekly,300,31-03-2018,12-04-2018,TRUE
1769,2018-02-11T10:45:00Z,CA,2000,1000,R,104,15,BiWeekly,205.89,12-02-2018,01-03-2018,FALSE
322,2018-04-02T11:30:40Z,TX,2500,1250,R,96,30,BiWeekly,642.46,02-04-2018,20-04-2018,FALSE
1267,2018-02-27T18:39:03Z,CA,924,462,R,84,36,BiMonthly,294.12,27-02-2018,15-03-2018,FALSE
543,2018-03-26T11:39:16Z,TX,3000,3000,R,120,30,Monthly,257.69,26-03-2018,26-04-2018,FALSE
714,2018-03-20T13:43:07Z,CA,3000,1500,R,24,18,BiWeekly,117.65,21-03-2018,06-04-2018,FALSE
545,2018-03-26T11:25:52Z,CA,4500,2250,R,24,24,BiWeekly,235.3,26-03-2018,16-04-2018,FALSE
912,2018-03-13T17:20:28Z,TX,12000,6000,R,60,36,BiWeekly,641.36,13-03-2018,23-03-2018,TRUE
1842,2018-02-06T12:13:00Z,TX,2500,2500,O,108,6,Monthly,385.89,06-02-2018,01-03-2018,FALSE
758,2018-03-19T13:57:56Z,CA,1956,489,R,53,30,Weekly,300,19-03-2018,30-03-2018,FALSE
1905,2018-02-05T02:29:00Z,CA,1200,1200,R,83,36,Monthly,300,05-02-2018,05-03-2018,FALSE
1320,2018-02-26T16:25:55Z,CA,3000,3000,R,0,6,Monthly,117.65,26-02-2018,29-03-2018,FALSE
1690,2018-02-13T09:21:00Z,TX,4500,4500,R,24,24,Monthly,513.64,13-02-2018,28-02-2018,TRUE
279,2018-04-03T08:22:40Z,TX,3000,1500,R,12,6,BiWeekly,385.31,03-04-2018,19-04-2018,FALSE
817,2018-03-16T15:40:25Z,CA,8000,4000,R,36,60,BiWeekly,235.3,16-03-2018,30-03-2018,TRUE
538,2018-03-26T12:55:50Z,CA,5000,5000,R,120,18,Monthly,235.3,26-03-2018,26-04-2018,FALSE
1498,2018-02-20T10:36:24Z,CA,4000,2000,R,460,36,BiWeekly,300,20-02-2018,01-03-2018,FALSE
1147,2018-03-04T14:05:12Z,TX,10000,5000,R,12,6,BiWeekly,256.65,04-03-2018,16-03-2018,FALSE
510,2018-03-27T08:25:11Z,TX,5000,5000,R,120,6,Monthly,386.54,27-03-2018,27-04-2018,FALSE
770,2018-03-19T11:27:08Z,CA,6000,3000,R,36,9,BiWeekly,235.3,19-03-2018,06-04-2018,TRUE
1924,2018-02-02T21:39:00Z,CA,2600,1300,R,38,30,BiWeekly,300,03-02-2018,12-02-2018,FALSE
1733,2018-02-12T14:07:00Z,CA,7000,3500,R,60,6,BiWeekly,117.65,12-02-2018,22-02-2018,FALSE
990,2018-03-10T03:58:57Z,CA,2000,2000,R,84,6,Monthly,117.65,14-03-2018,03-04-2018,TRUE
1838,2018-02-06T12:48:00Z,TX,3500,3500,O,96,6,Monthly,385.23,06-02-2018,21-02-2018,FALSE
204,2018-04-04T17:59:42Z,CA,3000,3000,R,36,12,Monthly,117.65,05-04-2018,05-05-2018,FALSE
256,2018-04-03T14:14:38Z,CA,2500,2500,R,48,48,Monthly,235.3,03-04-2018,11-04-2018,TRUE
1174,2018-03-02T17:42:07Z,TX,9000,4500,R,20,36,BiMonthly,640.94,02-03-2018,09-03-2018,FALSE
1859,2018-02-05T19:06:00Z,CA,1200,1200,R,20,30,Monthly,117.65,05-02-2018,02-03-2018,FALSE
194,2018-04-05T09:40:08Z,TX,3000,1500,R,48,30,BiMonthly,256.76,05-04-2018,19-04-2018,FALSE
994,2018-03-09T18:17:04Z,CA,12000,3000,R,108,6,Weekly,117.65,09-03-2018,23-03-2018,TRUE
1297,2018-02-27T11:21:26Z,CA,1684,421,R,190,15,Weekly,176.47,27-02-2018,09-03-2018,TRUE
20,2018-04-09T16:25:42Z,CA,2500,1250,R,12,12,BiWeekly,235.3,09-04-2018,20-04-2018,FALSE
1636,2018-02-14T10:33:00Z,CA,7000,3500,R,24,30,BiWeekly,294.12,14-02-2018,02-03-2018,FALSE
505,2018-03-27T10:18:54Z,CA,2500,1250,R,36,36,BiWeekly,117.65,27-03-2018,10-04-2018,FALSE
1335,2018-02-26T13:37:48Z,TX,2700,2700,R,24,50,Monthly,643.01,26-02-2018,20-03-2018,TRUE
1662,2018-02-13T14:32:00Z,CA,1216,608,R,39,3,BiMonthly,235.3,13-02-2018,28-02-2018,FALSE
1661,2018-02-13T14:43:00Z,CA,1400,350,R,2,36,Weekly,117.65,13-02-2018,23-02-2018,FALSE
1788,2018-02-09T11:24:00Z,CA,4800,1200,R,90,36,Weekly,300,09-02-2018,21-02-2018,FALSE
528,2018-03-26T14:31:22Z,TX,2250,1125,R,12,6,BiWeekly,513.97,26-03-2018,13-04-2018,TRUE
1901,2018-02-05T09:44:00Z,TX,6000,6000,O,170,36,Monthly,643.15,05-02-2018,28-02-2018,TRUE
830,2018-03-16T10:47:10Z,CA,4580,1145,O,76,36,Weekly,300,16-03-2018,28-03-2018,TRUE
350,2018-04-01T12:58:26Z,CA,3336,834,R,36,30,Weekly,300,01-04-2018,13-04-2018,FALSE
984,2018-03-10T15:23:43Z,CA,2000,2000,R,24,36,Monthly,117.65,10-03-2018,10-04-2018,FALSE
437,2018-03-28T16:50:36Z,CA,3000,1500,R,76,36,BiMonthly,235.3,28-03-2018,10-04-2018,FALSE
1540,2018-02-16T15:05:51Z,CA,9200,4600,R,27,36,BiWeekly,300,16-02-2018,28-02-2018,FALSE
480,2018-03-27T17:33:10Z,TX,4500,2250,O,48,6,BiWeekly,385.39,27-03-2018,13-04-2018,FALSE
637,2018-03-22T18:10:28Z,CA,2000,2000,R,12,12,Monthly,235.3,23-03-2018,03-04-2018,FALSE
160,2018-04-05T16:47:14Z,CA,3000,3000,R,60,60,Monthly,235.3,05-04-2018,30-04-2018,FALSE
248,2018-04-03T17:22:33Z,CA,2000,2000,R,60,6,Monthly,235.3,03-04-2018,02-05-2018,FALSE
862,2018-03-15T04:17:31Z,CA,4150,2075,O,234,36,BiMonthly,300,15-03-2018,30-03-2018,FALSE
1677,2018-02-13T12:33:00Z,CA,6000,6000,R,72,72,Monthly,117.65,13-02-2018,02-03-2018,FALSE
1356,2018-02-25T17:13:38Z,CA,874,874,R,24,36,Monthly,264.71,25-02-2018,05-03-2018,FALSE
1787,2018-02-09T12:46:00Z,CA,5988,5988,O,575,15,Monthly,300,09-02-2018,02-03-2018,FALSE
1040,2018-03-08T13:00:23Z,CA,7000,3500,R,96,30,BiWeekly,235.3,12-03-2018,30-03-2018,TRUE
859,2018-03-15T10:14:21Z,TX,5000,5000,R,60,72,Monthly,385.47,15-03-2018,02-04-2018,FALSE
601,2018-03-23T17:24:58Z,CA,2000,2000,R,12,6,Monthly,117.65,23-03-2018,20-04-2018,FALSE
1475,2018-02-20T15:51:03Z,CA,6212,3106,R,74,36,BiWeekly,300,20-02-2018,01-03-2018,FALSE
1214,2018-03-01T13:20:54Z,TX,5500,5500,O,172,36,Monthly,642.6,01-03-2018,20-03-2018,TRUE
711,2018-03-20T13:59:32Z,TX,2500,1250,R,60,60,BiWeekly,641.36,20-03-2018,30-03-2018,FALSE
1567,2018-02-15T15:07:20Z,CA,1772,443,R,62,36,Weekly,300,15-02-2018,23-02-2018,FALSE
1740,2018-02-12T12:26:00Z,CA,2000,2000,R,36,36,Monthly,235.3,12-02-2018,28-02-2018,FALSE
776,2018-03-19T10:38:33Z,TX,5000,5000,R,60,24,Monthly,641.5,19-03-2018,30-03-2018,TRUE
1900,2018-02-05T10:34:00Z,CA,7100,3550,R,45,36,BiWeekly,300,05-02-2018,16-02-2018,FALSE
1264,2018-02-27T22:31:59Z,CA,1570,1570,R,52,36,Monthly,300,28-02-2018,30-03-2018,FALSE
390,2018-03-30T11:13:21Z,CA,2000,2000,R,24,12,Monthly,117.65,30-03-2018,18-04-2018,TRUE
146,2018-04-06T01:53:56Z,TX,3000,1500,R,54,30,BiMonthly,449.34,06-04-2018,20-04-2018,FALSE
1667,2018-02-13T13:58:00Z,TX,13000,6500,R,60,30,BiMonthly,642.05,13-02-2018,28-02-2018,FALSE
980,2018-03-10T16:03:01Z,CA,1500,1500,R,108,6,Monthly,117.65,10-03-2018,03-04-2018,TRUE
418,2018-03-29T11:42:40Z,CA,4500,4500,R,48,6,Monthly,117.65,29-03-2018,10-04-2018,FALSE
338,2018-04-02T10:16:14Z,TX,5500,2750,R,36,42,BiWeekly,642.46,02-04-2018,20-04-2018,FALSE
1223,2018-03-01T11:30:22Z,TX,1500,1500,O,108,6,Monthly,643.97,01-03-2018,30-03-2018,FALSE
1675,2018-02-13T13:37:00Z,CA,6000,3000,R,24,12,BiMonthly,235.3,13-02-2018,28-02-2018,FALSE
1570,2018-02-15T14:43:19Z,CA,2692,1346,R,116,30,BiWeekly,300,15-02-2018,02-03-2018,FALSE
250,2018-04-03T16:42:05Z,CA,3000,3000,R,108,6,Monthly,117.65,03-04-2018,18-04-2018,FALSE
605,2018-03-23T16:13:06Z,CA,2500,1250,R,48,6,BiWeekly,117.65,29-03-2018,13-04-2018,FALSE
927,2018-03-13T11:21:50Z,CA,923,923,O,263,9,Monthly,294.13,13-03-2018,30-03-2018,FALSE
1105,2018-03-05T16:41:18Z,CA,9000,4500,R,84,6,BiWeekly,117.65,07-03-2018,21-03-2018,FALSE
1120,2018-03-05T13:15:57Z,CA,2136,1068,R,14,36,BiWeekly,300,05-03-2018,23-03-2018,FALSE
1597,2018-02-14T19:30:00Z,CA,7250,3625,R,60,24,BiWeekly,117.65,20-02-2018,01-03-2018,FALSE
1253,2018-02-28T11:38:16Z,CA,4000,2000,R,36,36,BiWeekly,117.65,28-02-2018,09-03-2018,FALSE
874,2018-03-14T17:45:53Z,CA,3000,1500,R,108,6,BiWeekly,117.65,14-03-2018,30-03-2018,TRUE
850,2018-03-15T13:08:37Z,TX,13000,6500,R,48,18,BiMonthly,641.09,15-03-2018,23-03-2018,FALSE
187,2018-04-05T10:58:50Z,CA,2500,2500,R,12,12,Monthly,235.3,05-04-2018,30-04-2018,FALSE
111,2018-04-07T03:07:34Z,CA,1234,1234,O,41,15,Monthly,300,07-04-2018,03-05-2018,TRUE
1524,2018-02-18T16:53:51Z,CA,2168,542,R,140,36,Weekly,300,19-02-2018,02-03-2018,FALSE
170,2018-04-05T14:03:50Z,CA,3000,1500,R,24,12,BiWeekly,300,05-04-2018,13-04-2018,FALSE
419,2018-03-29T11:40:57Z,CA,2000,2000,R,36,36,Monthly,235.3,29-03-2018,19-04-2018,TRUE
141,2018-04-06T10:53:51Z,CA,4500,2250,R,108,12,BiMonthly,235.3,06-04-2018,27-04-2018,FALSE
1630,2018-02-14T13:08:00Z,TX,1500,1500,R,96,6,Monthly,642.19,14-02-2018,02-03-2018,FALSE
1154,2018-03-03T18:19:30Z,CA,2998,1499,R,347,36,BiMonthly,176.47,03-03-2018,21-03-2018,FALSE
366,2018-03-31T11:40:16Z,CA,996,498,R,12,36,BiWeekly,294.12,31-03-2018,20-04-2018,TRUE
298,2018-04-02T15:41:08Z,TX,1500,1500,R,12,6,Monthly,643.97,02-04-2018,01-05-2018,TRUE
496,2018-03-27T12:26:08Z,CA,6000,6000,R,48,6,Monthly,235.3,27-03-2018,27-04-2018,TRUE
1907,2018-02-04T22:56:00Z,CA,4800,1200,R,71,30,Weekly,300,05-02-2018,16-02-2018,FALSE
36,2018-04-09T13:07:35Z,CA,3200,3200,R,60,60,Monthly,235.3,09-04-2018,07-05-2018,FALSE
25,2018-04-09T15:28:19Z,CA,3000,1500,R,36,24,BiWeekly,117.65,09-04-2018,24-04-2018,FALSE
1820,2018-02-08T11:43:00Z,CA,3625,3625,R,60,60,Monthly,235.3,08-02-2018,02-03-2018,FALSE
1270,2018-02-27T16:48:56Z,CA,2188,1094,R,39,3,BiWeekly,300,27-02-2018,16-03-2018,FALSE
1617,2018-02-14T15:30:00Z,CA,5000,2500,R,24,6,BiWeekly,117.65,14-02-2018,02-03-2018,TRUE
1449,2018-02-21T16:05:52Z,CA,1500,1500,O,108,6,Monthly,117.65,21-02-2018,02-03-2018,FALSE
266,2018-04-03T12:02:07Z,CA,5500,5500,R,27,55,Monthly,294.12,03-04-2018,30-04-2018,FALSE
1949,2018-02-01T17:11:00Z,CA,1550,775,R,138,36,BiWeekly,294.12,01-02-2018,22-02-2018,FALSE
27,2018-04-09T14:55:45Z,CA,5000,2500,R,36,6,BiWeekly,235.3,11-04-2018,27-04-2018,TRUE
655,2018-03-22T13:56:32Z,CA,554,277,R,264,9,BiWeekly,176.48,22-03-2018,11-04-2018,TRUE
1408,2018-02-22T16:21:08Z,TX,3000,3000,R,24,30,Monthly,642.73,22-02-2018,14-03-2018,FALSE
1742,2018-02-12T12:21:00Z,CA,1088,544,R,24,15,BiMonthly,300,12-02-2018,28-02-2018,TRUE
1386,2018-02-23T14:31:47Z,CA,3400,3400,O,533,36,Monthly,264.71,23-02-2018,05-03-2018,FALSE
584,2018-03-24T13:58:46Z,CA,3000,1500,R,20,21,BiMonthly,235.3,24-03-2018,05-04-2018,FALSE
1843,2018-02-06T12:05:00Z,CA,5502,2751,R,36,24,BiMonthly,117.65,06-02-2018,23-02-2018,FALSE
801,2018-03-17T15:15:15Z,CA,7000,3500,R,36,6,BiWeekly,235.3,17-03-2018,02-04-2018,FALSE
564,2018-03-25T14:16:14Z,TX,3552,1776,R,54,6,BiWeekly,385.56,25-03-2018,13-04-2018,FALSE
2000,2018-01-31T14:52:00Z,CA,3000,1500,R,27,15,BiWeekly,300,31-01-2018,16-02-2018,TRUE
967,2018-03-11T17:07:10Z,CA,5000,5000,O,108,6,Monthly,117.65,11-03-2018,21-03-2018,FALSE
1637,2018-02-14T10:25:00Z,TX,4500,4500,R,96,6,Monthly,642.05,14-02-2018,01-03-2018,FALSE
378,2018-03-30T16:08:55Z,CA,10000,5000,R,39,36,BiWeekly,300,30-03-2018,20-04-2018,FALSE
1829,2018-02-07T13:43:00Z,CA,1935,1935,R,84,36,Monthly,300,09-02-2018,01-03-2018,FALSE
1254,2018-02-28T11:29:10Z,CA,13000,6500,R,60,30,BiWeekly,117.65,28-02-2018,16-03-2018,FALSE
1765,2018-02-12T01:50:00Z,CA,775,775,R,49,30,Monthly,235.3,12-02-2018,15-03-2018,FALSE
923,2018-03-13T12:27:41Z,CA,2100,2100,O,52,36,Monthly,300,13-03-2018,30-03-2018,FALSE
1863,2018-02-05T17:47:00Z,CA,4200,2100,R,26,36,BiMonthly,300,05-02-2018,15-02-2018,FALSE
544,2018-03-26T11:26:58Z,TX,5000,5000,R,12,18,Monthly,257.69,26-03-2018,26-04-2018,FALSE
1066,2018-03-07T07:46:22Z,TX,10000,5000,O,84,6,BiWeekly,641.23,07-03-2018,16-03-2018,TRUE
379,2018-03-30T15:44:26Z,CA,1548,774,R,13,36,BiWeekly,300,30-03-2018,20-04-2018,FALSE
128,2018-04-06T13:30:34Z,CA,6500,3250,R,60,30,BiWeekly,117.65,06-04-2018,20-04-2018,FALSE
1321,2018-02-26T16:20:39Z,CA,6000,3000,R,126,3,BiMonthly,235.3,26-02-2018,20-03-2018,FALSE
1081,2018-03-06T16:04:42Z,CA,5000,5000,O,12,6,Monthly,117.65,06-03-2018,30-03-2018,TRUE
1734,2018-02-12T14:03:00Z,CA,7000,3500,R,36,18,BiWeekly,117.65,12-02-2018,01-03-2018,FALSE
1239,2018-02-28T15:41:55Z,CA,9000,4500,R,48,6,BiMonthly,235.3,28-02-2018,16-03-2018,FALSE
1945,2018-02-01T17:37:00Z,CA,2102,1051,R,24,30,BiMonthly,300,01-02-2018,22-02-2018,FALSE
400,2018-03-29T16:42:32Z,CA,3400,3400,R,28,30,Monthly,300,29-03-2018,24-04-2018,FALSE
1711,2018-02-12T16:59:00Z,CA,2200,1100,O,124,12,BiMonthly,300,12-02-2018,28-02-2018,FALSE
686,2018-03-21T13:43:51Z,TX,3000,3000,R,36,3,Monthly,642.87,21-03-2018,11-04-2018,FALSE
1057,2018-03-07T17:12:07Z,CA,852,852,R,29,15,Monthly,235.3,07-03-2018,03-04-2018,FALSE
287,2018-04-02T19:08:33Z,CA,3400,1700,R,3,6,BiWeekly,300,02-04-2018,20-04-2018,TRUE
585,2018-03-24T13:49:25Z,CA,3000,1500,R,12,9,BiMonthly,117.65,24-03-2018,06-04-2018,FALSE
416,2018-03-29T12:31:13Z,TX,4000,2000,R,48,48,BiWeekly,642.05,29-03-2018,13-04-2018,FALSE
453,2018-03-28T12:21:09Z,CA,3000,3000,O,12,6,Monthly,117.65,28-03-2018,28-04-2018,FALSE
981,2018-03-10T15:50:10Z,CA,6000,3000,R,12,36,BiWeekly,235.3,10-03-2018,23-03-2018,FALSE
1952,2018-02-01T16:44:00Z,CA,1680,1680,R,67,36,Monthly,300,01-02-2018,28-02-2018,FALSE
1761,2018-02-12T09:29:00Z,CA,5312,2656,O,9,3,BiMonthly,300,12-02-2018,21-02-2018,FALSE
1189,2018-03-02T10:12:40Z,CA,908,908,R,18,15,Monthly,294.13,02-03-2018,30-03-2018,FALSE
593,2018-03-24T03:47:24Z,CA,1000,1000,R,12,6,Monthly,117.65,24-03-2018,03-04-2018,FALSE
234,2018-04-04T08:40:29Z,TX,2000,1000,R,12,12,BiWeekly,128.54,04-04-2018,24-04-2018,FALSE
531,2018-03-26T13:48:10Z,TX,3000,3000,R,60,60,Monthly,257.2,26-03-2018,17-04-2018,FALSE
361,2018-03-31T14:05:43Z,CA,1250,1250,R,50,12,Monthly,264.71,02-04-2018,25-04-2018,FALSE
54,2018-04-09T10:40:26Z,TX,5000,2500,R,60,30,BiWeekly,642.19,09-04-2018,25-04-2018,FALSE
150,2018-04-05T19:07:40Z,CA,2500,2500,R,12,12,Monthly,235.3,11-04-2018,01-05-2018,FALSE
1393,2018-02-23T11:26:32Z,TX,2500,2500,R,74,74,Monthly,644.24,23-02-2018,26-03-2018,TRUE
201,2018-04-04T19:22:27Z,CA,2500,2500,R,12,6,Monthly,117.65,04-04-2018,03-05-2018,FALSE
700,2018-03-20T18:54:59Z,CA,1375,1375,R,76,36,Monthly,300,20-03-2018,30-03-2018,FALSE
1469,2018-02-20T17:05:11Z,TX,5500,5500,O,185,36,Monthly,641.09,20-02-2018,28-02-2018,TRUE
95,2018-04-07T15:41:52Z,CA,2400,600,R,40,36,Weekly,300,07-04-2018,20-04-2018,FALSE
969,2018-03-11T12:06:40Z,TX,1500,1500,O,108,6,Monthly,641.36,12-03-2018,21-03-2018,FALSE
69,2018-04-08T16:19:46Z,CA,5000,2500,R,12,12,BiWeekly,300,11-04-2018,20-04-2018,FALSE
1347,2018-02-26T11:00:46Z,CA,13000,6500,R,12,9,BiMonthly,117.65,26-02-2018,16-03-2018,FALSE
1501,2018-02-20T08:02:49Z,TX,10000,5000,R,120,360,BiMonthly,642.05,20-02-2018,07-03-2018,FALSE
782,2018-03-18T17:15:09Z,TX,7000,3500,R,108,6,BiWeekly,385.56,18-03-2018,06-04-2018,FALSE
1571,2018-02-15T14:42:56Z,CA,1240,620,R,240,36,BiWeekly,300,15-02-2018,02-03-2018,FALSE
1314,2018-02-26T17:59:34Z,CA,1640,820,R,199,36,BiWeekly,300,26-02-2018,09-03-2018,FALSE
1531,2018-02-17T11:44:04Z,CA,1064,532,R,168,15,BiWeekly,300,17-02-2018,02-03-2018,FALSE
694,2018-03-21T00:47:56Z,CA,4000,4000,R,12,6,Monthly,117.65,21-03-2018,05-04-2018,FALSE
529,2018-03-26T14:23:45Z,TX,6500,3250,R,12,9,BiWeekly,641.5,26-03-2018,06-04-2018,FALSE
1705,2018-02-12T17:45:00Z,CA,2600,1300,R,35,36,BiWeekly,300,12-02-2018,23-02-2018,TRUE
1287,2018-02-27T12:58:17Z,CA,2400,1200,R,60,6,BiWeekly,300,27-02-2018,09-03-2018,FALSE
1192,2018-03-02T08:48:43Z,CA,1884,942,R,160,36,BiWeekly,300,02-03-2018,23-03-2018,FALSE
1841,2018-02-06T12:18:00Z,CA,5600,2800,R,13,10,BiWeekly,235.3,06-02-2018,23-02-2018,FALSE
1272,2018-02-27T16:28:19Z,CA,1200,1200,R,47,36,Monthly,300,27-02-2018,15-03-2018,FALSE
1204,2018-03-01T16:32:52Z,TX,5000,5000,R,120,9,Monthly,643.42,01-03-2018,26-03-2018,FALSE
947,2018-03-12T15:39:49Z,TX,4000,4000,R,24,6,Monthly,642.46,12-03-2018,30-03-2018,FALSE
1183,2018-03-02T14:58:48Z,CA,1012,1012,R,72,36,Monthly,300,02-03-2018,02-04-2018,FALSE
654,2018-03-22T14:25:28Z,CA,2500,2500,R,36,6,Monthly,117.65,22-03-2018,30-03-2018,FALSE
1965,2018-02-01T09:47:00Z,CA,3000,1500,R,42,15,BiMonthly,300,01-02-2018,15-02-2018,FALSE
848,2018-03-15T13:25:44Z,CA,8000,2000,R,108,6,Weekly,117.65,15-03-2018,29-03-2018,FALSE
902,2018-03-13T23:12:31Z,CA,1000,1000,R,159,36,Monthly,300,14-03-2018,03-04-2018,FALSE
394,2018-03-29T18:41:58Z,CA,1000,1000,R,63,6,Monthly,300,29-03-2018,27-04-2018,TRUE
10,2018-04-09T18:31:39Z,CA,2500,1250,R,60,48,BiMonthly,117.65,09-04-2018,27-04-2018,TRUE
1736,2018-02-12T13:36:00Z,CA,1270,635,R,79,36,BiWeekly,300,12-02-2018,23-02-2018,FALSE
873,2018-03-14T17:50:40Z,TX,2500,2500,R,48,6,Monthly,642.73,14-03-2018,03-04-2018,FALSE
566,2018-03-25T13:54:25Z,CA,6500,3250,R,60,9,BiMonthly,235.3,28-03-2018,13-04-2018,TRUE
1889,2018-02-05T13:26:00Z,CA,3500,3500,O,96,6,Monthly,117.65,05-02-2018,01-03-2018,FALSE
1718,2018-02-12T15:54:00Z,CA,910,910,R,18,36,Monthly,294.12,12-02-2018,01-03-2018,FALSE
1486,2018-02-20T13:13:56Z,TX,1000,1000,R,12,6,Monthly,384.73,20-02-2018,01-03-2018,TRUE
1874,2018-02-05T14:33:00Z,CA,5166,2583,R,127,36,BiWeekly,300,08-02-2018,16-02-2018,TRUE
978,2018-03-10T16:31:21Z,CA,2500,2500,R,96,6,Monthly,117.65,12-03-2018,03-04-2018,FALSE
1607,2018-02-14T17:23:00Z,CA,6000,3000,R,24,30,BiMonthly,117.65,14-02-2018,05-03-2018,FALSE
712,2018-03-20T13:59:32Z,CA,2500,1250,R,12,12,BiWeekly,117.65,21-03-2018,06-04-2018,FALSE
1114,2018-03-05T13:47:55Z,CA,6000,3000,R,0,6,BiWeekly,117.65,05-03-2018,23-03-2018,FALSE
1747,2018-02-12T11:04:00Z,CA,2200,1100,R,68,3,BiMonthly,176.47,12-02-2018,20-02-2018,FALSE
1224,2018-03-01T11:21:14Z,CA,2500,2500,R,96,6,Monthly,117.65,01-03-2018,09-03-2018,TRUE
1389,2018-02-23T12:07:36Z,TX,10000,5000,R,12,12,BiWeekly,512.76,23-02-2018,02-03-2018,TRUE
890,2018-03-14T11:50:07Z,CA,1500,1500,O,108,6,Monthly,117.65,14-03-2018,03-04-2018,FALSE
1409,2018-02-22T15:25:04Z,CA,18000,4500,R,60,6,Weekly,117.65,22-02-2018,02-03-2018,FALSE
270,2018-04-03T11:10:09Z,TX,2000,1000,R,12,6,BiWeekly,256.93,03-04-2018,20-04-2018,TRUE
1899,2018-02-05T10:44:00Z,CA,5000,2500,R,51,26,BiWeekly,235.3,05-02-2018,23-02-2018,FALSE
1645,2018-02-13T18:04:00Z,TX,12000,6000,R,60,60,BiMonthly,641.36,13-02-2018,23-02-2018,TRUE
92,2018-04-07T16:39:25Z,CA,2200,1100,R,33,30,BiWeekly,117.65,07-04-2018,20-04-2018,FALSE
1632,2018-02-14T12:35:00Z,TX,2000,2000,R,60,60,Monthly,513.75,14-02-2018,02-03-2018,FALSE
838,2018-03-15T17:39:58Z,CA,1711,1711,R,147,36,Monthly,300,15-03-2018,06-04-2018,FALSE
1927,2018-02-02T16:53:00Z,CA,1215,1215,R,3,36,Monthly,300,02-02-2018,02-03-2018,FALSE
1171,2018-03-02T18:40:49Z,CA,3000,3000,R,164,30,Monthly,300,02-03-2018,02-04-2018,TRUE
1110,2018-03-05T15:45:51Z,CA,1500,1500,R,96,6,Monthly,117.65,05-03-2018,02-04-2018,FALSE
573,2018-03-25T10:59:15Z,TX,5000,2500,R,61,31,BiMonthly,642.05,25-03-2018,09-04-2018,TRUE
946,2018-03-12T16:25:08Z,CA,1500,1500,R,12,6,Monthly,117.65,12-03-2018,03-04-2018,FALSE
362,2018-03-31T13:50:43Z,TX,2500,2500,R,12,6,Monthly,643.42,31-03-2018,25-04-2018,FALSE
1190,2018-03-02T09:38:38Z,CA,5040,2520,R,351,36,BiWeekly,300,02-03-2018,23-03-2018,FALSE
1793,2018-02-08T22:18:00Z,TX,1300,1300,O,121,36,Monthly,321.5,09-02-2018,02-03-2018,FALSE
527,2018-03-26T14:53:33Z,CA,2560,1280,R,32,15,BiWeekly,300,28-03-2018,06-04-2018,FALSE
519,2018-03-26T16:50:25Z,CA,4000,4000,R,12,6,Monthly,117.65,26-03-2018,13-04-2018,FALSE
1811,2018-02-08T14:02:00Z,CA,4500,4500,R,24,6,Monthly,117.65,09-02-2018,01-03-2018,FALSE
667,2018-03-22T08:58:40Z,CA,2192,1096,O,13,36,BiMonthly,300,22-03-2018,05-04-2018,TRUE
816,2018-03-16T16:16:57Z,TX,3500,3500,R,12,36,Monthly,644.24,22-03-2018,16-04-2018,TRUE
1283,2018-02-27T13:13:20Z,CA,2000,2000,O,0,6,Monthly,117.65,27-02-2018,30-03-2018,FALSE
1113,2018-03-05T14:04:17Z,TX,6000,3000,R,60,30,BiWeekly,256.98,05-03-2018,23-03-2018,TRUE
552,2018-03-26T10:17:33Z,TX,5000,5000,O,24,6,Monthly,642.87,26-03-2018,16-04-2018,TRUE
929,2018-03-13T09:58:10Z,CA,3832,958,R,216,36,Weekly,300,13-03-2018,23-03-2018,FALSE
811,2018-03-16T18:26:19Z,CA,5000,5000,R,12,6,Monthly,117.65,16-03-2018,30-03-2018,TRUE
1405,2018-02-22T17:58:48Z,TX,5000,2500,R,36,36,BiWeekly,385.15,22-02-2018,08-03-2018,FALSE
1547,2018-02-15T18:47:01Z,CA,3438,1719,O,63,36,BiWeekly,300,15-02-2018,23-02-2018,FALSE
85,2018-04-07T23:26:10Z,CA,6600,3300,O,24,36,BiWeekly,300,08-04-2018,20-04-2018,FALSE
651,2018-03-22T14:45:10Z,CA,3500,3500,R,12,6,Monthly,117.65,22-03-2018,03-04-2018,FALSE
422,2018-03-29T10:46:19Z,CA,2760,1380,R,26,30,BiWeekly,176.47,29-03-2018,06-04-2018,FALSE
319,2018-04-02T12:07:04Z,CA,3000,1500,R,36,12,BiWeekly,117.65,02-04-2018,20-04-2018,TRUE
1699,2018-02-12T19:15:00Z,TX,5000,5000,R,26,26,Monthly,642.19,13-02-2018,28-02-2018,FALSE
